year,id,lnCI,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,Carbon-peaking pressure,EI,CI_ratio,d1,d2
year	id	lnCI	education	major	tenure	age	hometown	Structure	Open	TI	PGDP2	PGDP	Fixed	FD	UR	pilot	rank	turnover	Carbon-peaking pressure	EI	CI_ratio	d1	d2

2005,177,11,0,5,5,71,8,9,0,34,0,0,0,0,,0,0,1
2006,177,11,0,7,6,71,8,9,0,37,0,0,0,0,2427,0,0,0
2007,177,11,0,8,6,72,8,9,0,41,0,0,0,0,2196,0,1,1
2008,177,11,0,7,6,73,9,9,0,43,0,0,1,0,2468,0,0,0
2009,177,11,0,5,6,73,9,10,0,43,0,0,0,0,2302,0,0,1
2010,177,11,0,4,7,73,9,10,0,44,0,0,0,0,2446,0,1,0
2011,177,11,0,5,7,74,9,10,0,47,0,0,0,0,2538,0,1,1
2012,177,11,0,6,7,74,9,10,0,48,0,0,0,0,2532,0,1,1
2013,177,11,0,5,8,74,9,10,0,48,0,0,1,0,2548,0,1,1
2014,177,11,0,8,8,74,9,10,0,49,0,0,0,0,2522,0,1,0
2015,177,11,0,8,8,74,9,10,0,49,0,0,0,0,2223,0,1,0
2016,177,11,0,6,8,75,9,10,0,51,0,0,1,0,2610,0,1,1
2017,177,11,0,10,8,73,9,11,0,52,0,0,0,0,4571,0,1,1
