year,citycode,lnCI,education,major,tenure,age,hometown,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,pressure,EI,CI_ratio,d1,d2
2018,230800,11.99857,3,1,2,53,0,0.27893928,5.6933346,7.1372786,68.31983092,8.2655811,9.019845,0.20913938,48.081483,0,1,0,0,7177,0,1,0
2019,230800,11.764888,3,1,3,54,0,0.11705758,4.9476466,7.1396604,68.69124568,8.2880182,9.0208092,0.21305539,52.314039,0,1,1,0,7424,0,1,1
2000,230900,10.894903,2,2,3,53,1,0.48640937,0.18772672,3.1780539,74.95563077,8.657692,7.0877442,0.12385947,90.685122,0,1,0,0,,,0,0
2001,230900,10.8491,2,2,4,54,1,0.47505823,0.18615071,3.1780539,75.03955767,8.6625376,7.2160325,0.13132942,88.204475,0,1,0,0,,0,0,0
2002,230900,10.975897,2,2,5,55,1,0.48811862,0.18309365,3.9120231,75.38492585,8.6824493,7.3359895,0.12679763,85.723828,0,1,1,0,,0,0,1
2003,230900,11.094575,2,1,1,48,0,0.5019545,0.17924589,3.7841897,75.53397813,8.6910286,7.3946457,0.19427899,83.243181,0,1,0,0,,0,0,0
2004,230900,11.133078,2,1,2,49,0,0.532552,0.32671613,4.0943446,76.60296009,8.7523117,7.5226889,0.19451979,80.762534,0,1,1,0,,0,0,0
2005,230900,11.365022,1,1,1,57,0,0.49094495,0.35915908,3.713572,75.04339003,8.6627588,7.623455,0.22221455,83.111445,0,1,0,0,,0,0,1
2006,230900,11.458717,2,1,2,58,0,0.49988225,0.73816538,3.871201,75.14522236,8.6686344,7.750771,0.25259238,76.669618,0,1,0,0,3315,0,1,1
2007,230900,11.492019,2,1,3,59,0,0.51790661,1.4997293,4.3307333,75.56968857,8.6930828,7.9138947,0.23063092,74.42265,0,1,0,0,3551,0,1,1
2008,230900,11.414935,2,1,1,53,1,0.58778179,1.3354328,3.9120231,77.13696807,8.7827654,7.9643655,0.24168715,72.253539,0,1,1,0,3918,0,0,0
2009,230900,11.513294,2,1,2,54,1,0.63336217,1.2912501,4.3174882,76.79275235,8.7631474,8.1427259,0.23586529,69.681499,0,1,0,0,5444,0,0,1
2010,230900,11.500319,2,1,3,55,1,0.66180968,1.3227013,4.6249728,77.77898712,8.8192396,8.2936878,0.21032812,67.713199,0,1,0,0,5729,0,1,1
2011,230900,11.405987,2,1,1,56,0,0.63320535,1.895635,4.5217886,77.25531377,8.7895002,7.7783165,0.21501964,64.607589,0,1,1,0,4094,0,1,1
2012,230900,11.564298,2,1,2,57,0,0.58220601,2.1040819,5.187386,75.35904395,8.6809587,7.9983072,0.20046711,62.18115,0,1,0,0,7661,0,1,0
2013,230900,12.135943,2,1,3,58,0,0.46288595,0.61857444,5.484797,69.5377869,8.338932,8.0260944,0.18407074,59.923913,0,1,0,0,10106,1,1,0
2014,230900,12.292166,2,1,4,59,0,0.40689072,0.57381958,4.9126549,67.88309014,8.2391195,7.406436,0.18537427,61.831614,0,1,0,0,11123,0,1,1
2015,230900,12.412994,2,1,5,60,0,0.41147912,0.075249195,5.4764633,66.24325752,8.1389961,7.2965255,0.19689859,58.748687,0,1,0,0,12053,0,1,1
2016,230900,12.444669,2,1,0,50,0,0.40882015,0.084763713,5.1590552,67.06747129,8.1894732,7.085753,0.24103823,60.929664,0,1,1,0,11228,0,1,0
2017,230900,12.299045,2,1,1,51,0,0.41820288,0.17824008,5.1119876,67.3403037,8.2061138,6.7311096,0.22220045,61.924051,0,1,0,0,12105,0,1,1
2018,230900,12.08011,3,2,1,54,1,0.4424881,0.2218767,5.6383548,68.26567235,8.2623043,6.9066944,0.2262767,61.693961,0,1,1,0,12098,0,1,0
2019,230900,11.935295,3,2,2,55,1,0.43561801,0.52057993,6.0935698,67.33416895,8.20574,7.0030551,0.28471971,61.685873,0,1,0,0,12387,0,1,1
2000,231000,10.556333,2,1,1,46,0,0.43403554,45.005226,4.8441873,77.43652932,8.7998028,8.1986609,0.13989501,88.027292,0,0,1,0,,,0,1
2001,231000,10.506472,2,1,2,47,0,0.42958313,45.012184,5.1647859,77.3075287,8.79247,8.3106518,0.12240215,85.242606,0,0,0,0,,0,0,0
2002,231000,10.606896,1,1,1,49,1,0.43308166,45.410744,5.2781148,77.16683939,8.7844658,8.2734556,0.11838151,82.45792,0,0,1,0,,0,0,1
2003,231000,10.741632,1,1,2,50,1,0.42037651,71.925598,5.3565865,77.3566055,8.7952604,8.2208118,0.21610047,79.673234,0,0,0,0,,0,0,1
2004,231000,10.796984,1,1,3,51,1,0.42385462,96.094048,5.1474943,77.81806832,8.821455,8.3180857,0.21229796,76.888548,0,0,1,0,,0,0,1
2005,231000,11.011211,1,1,1,47,1,0.34972391,126.80284,5.4161005,76.35942659,8.7383881,8.4077663,0.23504302,74.52231,0,1,0,0,,0,1,1
2006,231000,11.092154,1,1,2,48,1,0.34313986,139.37617,5.6131282,76.54838165,8.7491932,8.4426508,0.22057618,70.389924,0,1,1,0,2579,0,0,0
2007,231000,11.073844,2,1,1,44,1,0.34319344,133.81612,5.5529594,77.37482508,8.7962961,8.757246,0.24065624,66.796388,0,0,1,0,2726,0,0,0
2008,231000,11.037897,2,1,2,45,1,0.34875414,135.07948,5.4595857,78.47678184,8.8587122,8.9901695,0.23421791,62.752473,0,0,0,0,2618,0,0,0
2009,231000,11.131679,2,1,3,46,1,0.37448862,56.858479,5.6733232,79.09353472,8.8934546,9.3055067,0.23972262,60.749629,0,0,0,0,2116,0,1,1
2010,231000,11.144376,2,1,4,47,1,0.39621997,77.950264,5.7930136,80.0256451,8.9457054,9.4926281,0.25280154,57.98286,0,0,0,0,2213,0,0,0
2011,231000,10.964031,2,1,1,48,1,0.41103992,69.837524,6.9488974,81.35036105,9.0194435,9.4930601,0.24091589,54.878548,0,0,1,0,1690,0,0,1
2012,231000,11.106393,2,1,2,49,1,0.43077531,81.124733,7.3421316,79.73625242,8.9295158,9.6833124,0.22738586,54.859966,0,0,0,0,1644,0,0,0
2013,231000,11.355581,2,1,3,50,1,0.44225022,67.937286,6.7417006,79.67445786,8.926055,9.7989435,0.23889388,53.153889,0,1,0,0,1944,0,1,0
2014,231000,11.288871,2,1,4,51,1,0.40687752,58.102619,6.5395861,81.14613225,9.0081148,9.7903814,0.24286795,43.969474,0,0,0,0,2096,0,0,0
2015,231000,11.871528,2,1,1,53,0,0.63241571,44.229954,6.498282,70.40394886,8.3907061,9.7888584,0.21808097,44.112395,0,1,1,0,4438,1,1,1
2016,231000,11.934745,2,1,2,54,0,0.63356769,40.77356,6.4937539,70.27512659,8.3830261,9.8249788,0.22022994,41.456186,0,1,1,0,4936,0,1,0
2017,231000,11.784251,3,1,1,53,0,0.60523766,36.388744,6.7080841,70.60540594,8.4027023,9.8501549,0.22580452,41.772549,0,1,0,0,5398,0,1,0
2018,231000,11.630206,2,1,1,52,0,0.56924069,32.744762,6.6280413,70.42949248,8.3922281,9.8822432,0.20178959,36.531194,0,1,1,0,6077,0,1,0
2019,231000,11.408323,2,1,2,53,0,0.21348925,32.224461,6.9460139,70.7640977,8.4121399,9.8908434,0.1638734,36.169947,0,0,0,0,6236,0,1,1
2000,231100,11.085331,1,2,3,54,1,0.22203414,21.627607,3.4657359,69.94423324,8.3632669,7.6784544,0.054442175,60.076104,0,1,0,0,,,0,0
2001,231100,11.047317,1,2,4,55,1,0.21245943,21.687191,4.2046928,69.75746917,8.3520937,7.638411,0.090410709,57.493043,0,1,0,0,,0,0,1
2002,231100,11.150233,1,2,5,56,1,0.20876896,21.662842,3.6888795,69.68952641,8.3480253,7.6610489,0.094056986,54.909982,0,1,0,0,,0,0,0
2003,231100,11.28358,1,2,6,57,1,0.2161855,21.413771,4.1108737,69.90584442,8.3609715,7.6067629,0.23472998,52.326921,0,1,1,0,,0,0,1
2004,231100,11.334217,0,1,1,53,1,0.20218088,21.306833,3.9702919,70.44321109,8.3930454,7.5455847,0.22085926,49.74386,0,1,1,0,,0,0,0
2005,231100,11.488117,1,1,1,44,0,0.15685168,39.041641,3.8066626,69.85796265,8.3581076,7.7380524,0.24095178,51.386013,0,1,1,0,,0,1,1
2006,231100,11.589108,1,1,2,44,0,0.1621387,91.170738,3.9702919,70.25055306,8.3815603,7.5208001,0.26751328,51.492421,0,1,0,0,767,0,1,0
2007,231100,11.535938,1,1,3,45,0,0.15933256,103.83524,3.4339871,71.80179019,8.4735937,7.6272526,0.26185906,50.268813,0,1,0,0,1240,0,1,0
2008,231100,11.503618,1,1,4,46,0,0.16112097,96.451332,3.9512436,73.01068646,8.5446291,7.8764925,0.25934049,50.970635,0,1,0,0,1854,0,1,1
2009,231100,11.656421,1,1,5,47,0,0.16158994,57.478703,4.1896548,72.4777531,8.5133867,8.5347652,0.25442994,50.799031,0,1,0,0,996,0,1,0
2010,231100,11.681309,1,1,1,54,0,0.17119917,72.413849,4.2046928,73.12791281,8.551486,8.7308044,0.32401481,50.539796,0,1,1,0,948,0,1,0
2011,231100,11.518001,1,1,2,55,0,0.17021124,65.459793,6.0088134,74.19462695,8.6136303,8.4703636,0.26772708,52.026578,0,1,0,0,934,0,1,1
2012,231100,11.555073,1,1,3,56,0,0.17096138,65.355194,6.4738908,74.64413444,8.6396837,8.6496506,0.25995848,48.325937,0,1,0,0,1173,0,1,1
2013,231100,11.798888,1,1,4,57,0,0.17475109,65.620743,5.6903596,74.49313219,8.6309404,8.6998596,0.28173098,56.083721,0,1,0,0,1187,0,1,1
2014,231100,11.803774,1,1,5,58,0,0.16185604,25.88596,5.6903596,74.69669543,8.642725,8.5468712,0.2828652,58.270924,0,1,0,0,1189,0,1,0
2015,231100,11.740233,1,1,6,59,0,0.14856686,11.278919,5.6903596,75.10161159,8.6661186,8.5984678,0.28054661,60.589876,0,1,0,0,2467,0,1,1
2016,231100,11.78617,1,1,1,56,1,0.14590538,8.775135,5.8607864,75.48974032,8.6884832,8.615386,0.28061977,59.11972,0,1,1,0,2192,0,1,1
2017,231100,11.656971,1,1,2,57,1,0.14387441,7.4655595,6.0402546,75.35402818,8.6806698,8.6006079,0.30804041,57.639752,0,1,0,0,3910,0,1,0
2018,231100,11.494882,1,1,3,58,1,0.14957663,6.0574894,6.2265368,75.20545196,8.6721077,8.5912352,0.29792678,58.227531,0,1,0,0,4376,0,1,1
2019,231100,11.249019,1,1,4,59,1,0.12060037,6.3402724,6.8134446,75.83258875,8.7081909,8.5644646,0.28886655,58.527059,0,0,0,0,4618,0,1,1
2000,231200,10.574647,1,2,1,50,1,0.28198302,0.50176501,4.7874918,72.58426573,8.51964,7.8076382,0.022036137,74.483907,0,1,1,0,,,0,1
2001,231200,10.562421,1,2,2,51,1,0.26437709,0.53540236,4.6728287,72.00363558,8.4854956,7.7356157,0.015112665,70.192531,0,1,0,0,,0,0,0
2002,231200,10.796441,1,1,1,48,0,0.25045845,0.63518369,4.7535901,69.66707704,8.3466806,8.0018644,0.016095575,65.901155,0,1,1,0,,0,0,0
2003,231200,10.940362,1,1,2,49,0,0.25807565,0.65664786,4.7874918,69.55934137,8.3402243,7.9108548,0.14070201,61.609779,0,1,0,0,,0,0,1
2004,231200,11.004788,1,1,3,50,0,0.25980932,0.6511302,4.7957907,69.88186053,8.3595371,8.0441666,0.14170279,57.318403,0,1,0,0,,0,0,0
2005,231200,11.350139,1,1,4,51,0,0.22235633,0.85973042,4.919981,66.05333526,8.1273203,8.1784592,0.15021771,52.665158,0,1,0,0,,0,1,1
2006,231200,11.43927,1,1,5,52,0,0.22704875,1.0704957,4.94876,66.07277561,8.1285162,8.2557192,0.156957,48.234596,0,1,0,0,,0,1,1
2007,231200,11.464701,1,1,6,53,0,0.23970777,0.72864497,5.0369525,66.02934071,8.125844,8.3125381,0.16719466,43.597238,0,1,0,0,,0,1,0
2008,231200,11.439912,1,1,7,54,0,0.24548274,0.99165416,5.2933049,67.07092238,8.1896839,8.2050018,0.17697531,39.256477,0,1,0,0,,0,1,0
2009,231200,11.566722,1,1,8,55,0,0.24402562,0.82777464,5.2257466,66.77374238,8.1715202,8.9786482,0.16192935,35.110273,0,1,0,0,,0,1,1
2010,231200,11.553754,1,1,9,56,0,0.24746785,0.93602711,5.2417469,67.5873139,8.2211504,9.2420664,0.19101147,30.860768,0,1,0,0,,0,1,0
2011,231200,11.335262,2,1,1,55,1,0.25453952,0.9084937,5.894403,69.2070987,8.3190804,9.2988348,0.16525671,30.542771,0,1,1,0,,0,1,0
2012,231200,11.343662,2,1,2,56,1,0.26862535,0.96261925,6.2672005,69.84052204,8.3570642,9.4910183,0.17572641,30.869057,0,1,0,0,,0,1,1
2013,231200,11.550853,2,1,3,57,1,0.2788004,1.3111773,6.2025356,70.72010904,8.4095249,9.5570745,0.17398964,31.50884,0,1,0,0,,0,1,1
2014,231200,11.641418,2,1,4,58,1,0.26798326,1.639143,6.1047931,69.44922397,8.3336201,9.4131899,0.17389213,31.308143,0,1,0,0,,0,1,1
2015,231200,11.842638,2,1,1,52,1,0.33831182,1.2699054,5.9661469,65.48742492,8.0924301,9.4459715,0.17154309,31.222089,0,1,1,0,,0,1,0
2016,231200,11.918056,2,1,2,53,1,0.33079609,1.245744,6.3935909,65.09999191,8.0684566,9.48629,0.18195844,31.208469,0,1,1,0,,0,1,1
2017,231200,11.822759,2,1,1,55,1,0.34921038,1.6146049,6.7262335,64.72774995,8.0453558,9.4330492,0.18804678,31.968561,0,1,0,0,,0,1,1
2018,231200,11.672983,2,1,2,56,1,0.34315434,1.9626305,6.7867169,64.42869469,8.0267487,9.5236225,0.18511775,31.778458,0,1,0,0,,0,1,1
2019,231200,11.430589,2,1,3,57,1,0.11389323,2.2001047,7.2130318,65.03268127,8.0642843,9.5521965,0.19161323,31.653414,0,1,0,0,,0,1,0
2000,310000,10.29565,1,2,7,61,0,0.46044907,94.114868,10.334426,106.0759513,10.299318,11.935388,0.47331285,66.960317,0,0,0,1,,,0,0
2001,310000,10.254814,1,2,8,61,0,0.45910728,95.860817,10.499463,105.7576531,10.283854,11.900289,0.47858471,70.510241,0,0,0,1,,0,0,1
2002,310000,10.353213,1,2,0,56,0,0.45474908,103.78941,10.884254,105.4294008,10.267882,11.884381,0.48345765,74.060165,0,0,1,1,,0,0,1
2003,310000,10.454807,1,2,1,57,0,0.47613183,136.72411,11.265617,106.2293223,10.306761,11.882769,0.4953903,77.610089,0,0,0,1,,0,0,1
2004,310000,10.491021,1,2,2,58,0,0.47795299,163.4817,11.037982,107.092425,10.348547,11.987391,0.50490165,81.160013,0,0,0,1,,0,0,0
2005,310000,10.589955,1,2,3,59,0,0.46915722,163.52959,11.41518,107.3446432,10.360726,12.016943,0.50870377,89.089861,0,0,0,1,,0,0,0
2006,310000,10.678106,1,2,4,60,0,0.46506512,167.60231,11.564455,107.6697392,10.376403,11.999039,0.50871342,88.700226,0,0,1,1,4326,0,0,0
2007,310000,10.647313,3,1,1,55,0,0.44084564,160.49817,11.873198,108.6156244,10.421882,11.984987,0.51437855,88.69979,0,0,1,1,4428,0,0,1
2008,310000,10.643662,1,2,1,61,0,0.42756364,151.45488,11.948635,109.0275326,10.441625,11.972303,0.51471519,88.600138,0,0,0,1,4498,0,0,1
2009,310000,10.736617,1,2,2,61,0,0.39287364,120.46435,12.177199,108.8624296,10.433716,11.979575,0.51509017,88.600087,0,0,0,1,4511,0,0,1
2010,310000,10.756402,1,2,3,61,0,0.41499972,136.35796,12.830245,109.3620043,10.457629,11.890821,0.5151341,89.300201,0,0,0,1,4981,0,0,0
2011,310000,10.681419,1,2,4,61,0,0.40826941,137.74535,12.918983,109.90329,10.483477,11.762818,0.51693112,89.300085,0,0,0,1,5117,0,0,0
2012,310000,10.717503,1,2,5,61,0,0.38366127,128.85081,12.958596,109.5913766,10.46859,11.726793,0.51254725,89.3,0,0,1,1,5357,0,0,1
2013,310000,10.587001,2,1,1,59,0,0.35711461,115.97765,12.981076,109.7074412,10.474132,11.72296,0.51251084,89.6,1,0,0,1,5523,0,0,0
2014,310000,10.589334,2,1,2,60,0,0.34164366,112.99123,12.946785,109.9644382,10.486393,11.717597,0.51394099,89.600165,1,0,0,1,5227,0,0,1
2015,310000,10.520515,2,1,3,61,0,0.31274012,109.09998,13.147512,109.7842719,10.477799,11.704325,0.52073967,87.6,1,0,0,1,5433,0,0,0
2016,310000,10.517489,2,1,4,61,0,0.28675458,100.68938,13.301306,110.5020599,10.511996,11.699134,0.52472013,87.9,1,0,0,1,5477,0,0,1
2017,310000,10.465501,2,1,1,61,0,0.2893208,94.48996,12.725718,111.0413299,10.537615,11.701594,0.52495617,87.700165,1,0,1,1,5486,0,0,0
2018,310000,10.418302,2,1,2,59,0,0.28770497,98.273354,12.881376,111.4391011,10.556472,11.686501,0.52607274,88.099835,1,0,0,1,5635,0,0,1
2019,310000,10.399227,2,1,3,60,0,0.26834056,90.684143,13.012011,111.236952,10.546893,11.677974,0.51675969,89.220073,1,0,0,1,5864,0,0,0
2000,320100,10.199629,1,2,6,59,1,0.45817575,70.183876,7.0850644,93.54216002,9.6717196,10.409925,0.41968864,67.108631,0,0,0,0,,,0,1
2001,320100,10.177247,1,2,7,60,1,0.44698852,65.127777,7.2793188,93.66910182,9.6782799,10.425,0.4130376,69.1303,0,0,1,0,,0,0,0
2002,320100,10.282041,3,1,1,52,1,0.44085798,60.320896,7.4448333,93.46364601,9.6676598,10.564545,0.46210048,71.151969,0,0,0,0,,0,0,1
2003,320100,10.411589,2,1,1,52,0,0.47448203,72.01973,7.7266536,94.31355079,9.7115164,10.883664,0.42145422,73.173638,0,0,1,0,,0,0,0
2004,320100,10.463686,2,1,2,53,0,0.48622492,81.845543,7.9734998,94.92348466,9.7428684,10.955026,0.41462344,75.195307,0,0,0,0,,0,0,1
2005,320100,10.609084,2,1,3,54,0,0.48968229,88.214508,8.2016602,95.12743243,9.7533293,10.968921,0.40254766,76.23949,0,0,0,0,,0,0,0
2006,320100,10.71099,2,1,4,55,0,0.48225197,86.226067,8.5782881,94.77985511,9.7354946,10.968313,0.38392988,76.399744,0,0,0,0,21915,0,0,0
2007,320100,10.764904,2,1,5,56,0,0.48168096,78.204811,8.6229935,94.91233525,9.7422962,10.968893,0.39037082,76.820451,0,0,0,0,24527,0,0,1
2008,320100,10.822688,1,1,1,55,0,0.46576691,71.880325,8.9655905,95.03644784,9.7486639,10.997231,0.37021026,76.950546,0,0,1,0,23283,0,1,1
2009,320100,10.885622,1,1,2,56,0,0.45730945,53.744785,9.2653961,94.79809057,9.7364311,11.102311,0.35081989,77.159637,0,0,0,0,25899,0,1,0
2010,320100,10.897326,1,1,3,57,0,0.45466122,58.097691,9.4762373,96.07522247,9.8017969,11.193623,0.34395313,78.500425,0,0,0,0,27039,0,1,0
2011,320100,10.94463,3,2,1,49,1,0.45056498,57.994663,9.8062057,97.28574621,9.8633537,11.273338,0.340074,79.73018,0,0,1,0,4731,0,1,1
2012,320100,10.906039,3,2,2,50,1,0.44202453,47.516037,10.205147,98.18318586,9.9087429,11.317928,0.33795527,80.230364,0,0,0,0,4874,0,1,0
2013,320100,10.889338,3,2,3,51,1,0.43018895,41.459469,10.32325,98.25747386,9.9124908,11.330719,0.33170539,80.500256,0,0,0,0,5421,0,0,0
2014,320100,10.92412,3,2,4,52,1,0.41271991,39.094677,10.610883,97.92707733,9.8958111,11.270768,0.32684907,80.920388,0,0,0,0,5620,0,0,0
2015,320100,10.857462,2,1,1,53,1,0.39747876,34.517719,10.677477,98.23822871,9.91152,11.186309,0.31958884,81.399726,0,0,1,0,5788,0,1,1
2016,320100,10.882421,2,1,2,54,1,0.3855713,32.194881,10.857536,97.94123281,9.8965263,11.117332,0.33025369,82,0,0,1,0,6186,0,0,0
2017,320100,10.86698,2,1,1,53,1,0.37430301,33.614418,11.125938,97.74777415,9.8867474,10.79017,0.33904755,82.290342,1,0,1,0,6428,0,1,1
2018,320100,10.855707,1,1,2,56,1,0.36638078,34.550877,11.37089,97.53099506,9.8757782,10.803049,0.34002203,82.500415,1,0,0,0,6949,0,1,0
2019,320100,10.854649,1,1,3,57,1,0.35890326,34.74918,11.465855,97.21791986,9.8599148,10.80333,0.33320221,83.200282,1,0,0,0,7122,0,1,1
2000,320200,9.7762928,2,2,8,60,0,0.58674318,42.09779,6.7117405,99.82439116,9.9912157,10.248367,0.23105665,58.25,0,0,1,0,,,0,0
2001,320200,9.7722502,2,2,1,47,1,0.57057041,41.460148,6.7405195,100.019581,10.000979,10.285204,0.29278377,59.839327,0,0,0,0,,0,0,1
2002,320200,9.9345522,2,2,2,48,1,0.57098669,52.556622,7.1623974,100.3822446,10.019094,10.449234,0.35681885,61.428654,0,0,0,0,,0,0,1
2003,320200,10.141684,3,1,1,46,1,0.60268992,64.917793,7.4169798,100.9215735,10.045973,10.81432,0.3979637,63.017981,0,0,1,0,,0,0,1
2004,320200,10.217822,3,1,2,47,1,0.6151607,79.499092,7.7244468,101.8197038,10.090575,10.874793,0.40725711,65.659699,0,0,1,0,,0,0,0
2005,320200,10.33846,2,2,1,44,1,0.6089437,82.962845,8.0013552,103.2125753,10.159359,10.915792,0.41096222,67.000894,0,0,0,0,,0,0,0
2006,320200,10.478941,2,2,2,44,1,0.60191095,91.331337,8.412055,103.458802,10.17147,10.872341,0.40046564,67.10033,0,0,0,0,2163,0,0,1
2007,320200,10.541574,2,2,3,45,1,0.59118408,95.015625,8.6328402,103.6459398,10.180665,10.856698,0.40265799,67.400411,0,0,0,0,2473,0,0,1
2008,320200,10.620888,2,2,4,46,1,0.58279485,84.535416,9.1861506,104.0398368,10.199992,10.854141,0.39718178,67.49955,0,0,0,0,2522,0,0,0
2009,320200,10.685299,3,2,5,47,1,0.57375151,59.684334,9.8841515,103.8638798,10.191363,10.984979,0.38975224,67.800249,0,0,0,0,2554,0,0,0
2010,320200,10.755662,3,2,6,48,1,0.55994332,70.1586,10.17702,104.1373512,10.204771,11.084539,0.38874382,70.309362,0,0,0,0,2958,0,0,0
2011,320200,10.812406,2,1,1,54,1,0.54851997,67.145836,10.62583,105.1618665,10.254846,11.034627,0.38321447,72.199248,0,0,1,0,3008,0,0,0
2012,320200,10.824883,2,1,1,50,1,0.53759754,59.741348,11.067341,104.962033,10.245098,11.071025,0.37142026,72.899234,0,0,0,0,3073,0,0,1
2013,320200,10.841557,2,1,2,51,1,0.52876002,54.174915,10.821137,104.3097198,10.213213,11.086367,0.3672578,73.700282,0,0,0,0,3346,0,0,1
2014,320200,10.864879,2,1,3,52,1,0.50754517,54.294441,10.747293,103.5921318,10.178022,11.150792,0.3590546,74.500392,0,0,0,0,3459,0,0,0
2015,320200,10.840876,3,2,1,57,0,0.47488472,51.213051,10.804218,102.8078988,10.139423,11.138212,0.3485252,75.400092,0,0,1,0,3643,0,0,0
2016,320200,10.856083,3,2,2,58,0,0.47385484,51.844505,10.981591,102.6024349,10.129286,11.044038,0.34754083,75.800276,0,0,0,0,4111,0,0,1
2017,320200,10.817141,3,2,3,59,0,0.47057083,51.480865,10.839836,102.8803273,10.142994,11.007941,0.35796344,76.000305,0,0,0,0,8242,0,0,0
2018,320200,10.794391,3,2,4,60,0,0.47396854,57.245968,10.894588,102.9406869,10.145969,10.567564,0.3506594,76.299338,0,0,0,0,8574,0,0,1
2019,320200,10.7946,3,2,5,61,0,0.47265345,54.629681,11.082281,102.4754327,10.123015,10.549524,0.34270051,77.099295,0,0,1,0,8608,0,0,0
2000,320300,10.510657,1,1,5,51,1,0.46010059,4.4185686,5.7268476,74.72856282,8.6445684,9.661006,0.075129882,38.467958,0,0,0,0,,,0,1
2001,320300,10.51633,2,1,1,49,1,0.46131271,4.3661985,6.1779442,74.558519,8.6347275,9.531848,0.069476932,39.097849,0,0,1,0,,0,0,0
2002,320300,10.607151,2,1,2,50,1,0.46859902,5.0149388,6.2709885,74.28414438,8.618825,9.4476118,0.086392775,39.72774,0,0,0,0,,0,0,1
2003,320300,10.756752,2,1,1,48,1,0.49260789,7.2350473,6.590301,74.39210506,8.6250858,9.7400541,0.14779136,40.357631,0,0,1,0,,0,0,1
2004,320300,10.794334,2,1,2,49,1,0.49894661,7.240972,6.6147256,75.40660574,8.6836977,9.9204664,0.14698872,40.987522,0,0,0,0,,0,0,0
2005,320300,10.925178,2,1,3,50,1,0.50822377,7.3494248,7.161622,75.94288323,8.7145214,10.122076,0.15408729,43.211634,0,0,0,0,,0,0,1
2006,320300,11.000211,2,1,4,51,1,0.51893455,9.8030624,7.2909746,76.40120005,8.740778,10.200958,0.15419653,44.800303,0,0,0,0,1733,0,1,1
2007,320300,11.046026,2,1,5,52,1,0.52291858,10.346761,7.8524389,76.89935972,8.769228,10.307454,0.16636257,45.79966,0,0,0,0,1784,0,0,0
2008,320300,11.051481,2,1,6,53,1,0.52405435,11.061769,8.2910452,77.92151306,8.8273163,10.467364,0.17228882,47.899817,0,0,0,0,1731,0,1,1
2009,320300,11.120205,2,1,1,54,0,0.52547938,6.508688,8.6123219,77.59308822,8.8086939,10.637718,0.17437679,49.599742,0,0,1,0,2124,0,1,0
2010,320300,11.136444,2,1,2,55,0,0.48345402,9.3356895,8.8286409,78.56089835,8.8634586,10.718282,0.17834228,53.90056,0,0,0,0,3046,0,1,1
2011,320300,11.194141,2,1,3,56,0,0.47765169,11.157278,9.190546,79.58838397,8.9212322,10.718548,0.19321974,55.430091,0,0,0,0,3306,0,1,1
2012,320300,11.210087,2,1,4,57,0,0.47767237,12.989384,9.4471502,79.31991394,8.9061728,10.793649,0.18957165,56.709987,0,0,0,0,3779,0,1,0
2013,320300,11.195096,2,1,5,58,0,0.46171609,8.4568357,9.5469551,79.14453267,8.8963213,10.822309,0.18528639,58.080549,0,0,0,0,3714,0,0,0
2014,320300,11.245207,2,1,6,59,0,0.44221181,7.3585629,9.3275013,78.74392534,8.8737774,10.894867,0.18419272,59.460149,0,0,0,0,3780,0,0,0
2015,320300,11.215098,2,1,7,60,0,0.43269217,6.5859246,9.2607479,78.27351229,8.8472319,10.9542,0.17955297,61.049717,0,0,0,0,4039,0,1,1
2016,320300,11.236891,1,2,1,52,1,0.42178142,7.460659,9.7065601,78.14793024,8.8401318,10.992745,0.17834464,62.439724,0,0,1,0,4118,0,1,1
2017,320300,11.225909,1,2,2,53,1,0.41413909,8.0471716,9.7597904,78.41297665,8.8551102,11.013868,0.17340693,63.759913,0,0,0,0,6728,0,1,0
2018,320300,11.210394,2,1,1,56,1,0.40258497,12.011491,10.060278,78.61720558,8.8666344,10.992529,0.17303957,65.099977,0,0,1,0,6471,0,1,0
2019,320300,11.217119,2,1,2,57,1,0.40196076,13.371128,10.421358,78.56985957,8.8639641,11.004753,0.16357118,66.719543,0,0,0,0,7203,0,1,1
2000,320400,10.019953,1,1,7,57,1,0.56052709,38.893158,6.4952655,91.65271791,9.5735426,9.5000124,0.18711555,63.761155,0,0,0,0,,,0,1
2001,320400,10.017219,1,1,8,58,1,0.56584877,40.083221,6.6758232,91.65514578,9.5736694,9.540947,0.18422782,65.29598,0,0,1,0,,0,0,1
2002,320400,10.171419,2,1,1,53,1,0.56731808,42.641178,6.828712,91.66771069,9.5743256,9.6949711,0.31713119,66.830805,0,0,0,0,,0,0,0
2003,320400,10.359096,2,1,1,49,1,0.57714492,48.216263,7.133296,92.16269954,9.6001406,10.139729,0.3316969,68.36563,0,0,1,0,,0,0,1
2004,320400,10.446009,2,1,2,50,1,0.60394472,51.333286,7.2370591,93.30253434,9.6593237,10.271738,0.32528898,69.900455,0,0,0,0,,0,0,0
2005,320400,10.599039,2,1,3,51,1,0.61440921,50.854179,7.4633632,93.76461788,9.6832132,10.399472,0.33237022,61.435165,0,0,0,0,,0,0,0
2006,320400,10.728914,2,1,4,52,1,0.60613143,50.839512,7.7306142,94.59509156,9.7260008,10.469946,0.33016321,60.499424,0,0,0,0,3878,0,0,1
